rang_aufsteigend,empirischer_anteil_bis_hier,zaehler_id,monat,kundentyp,vertragsleistung_kw,vollaststunden,prognose_vls,residuum_vls,abs_residuum_vls,verbrauch_kwh,prognose_kwh,abweichung_kwh,ab_p95,ab_p97_5,ab_p99,ab_p99_5
27,0.019327129563350035,ZL-00131,2024-12,Industrie,140,143.2642857142857,142.62955046971473,0.634735244570976,0.634735244570976,20057.0,19968.137065760064,88.8629342399363,False,False,False,False
28,0.020042949176807445,ZL-00130,2024-12,Industrie,122,106.48360655737704,105.83829387929201,0.645312678085034,0.645312678085034,12991.0,12912.271853273625,78.72814672637469,False,False,False,False
29,0.020758768790264854,ZL-00115,2024-12,Kommunal,49,130.12244897959184,130.78347460447804,-0.6610256248862072,0.6610256248862072,6376.0,6408.390255619424,-32.39025561942435,False,False,False,False
30,0.021474588403722263,ZL-00368,2024-11,Gewerbe,41,206.5853658536585,205.90881952146202,0.676546332196466,0.676546332196466,8470.0,8442.261600379943,27.738399620056953,False,False,False,False
31,0.02219040801717967,ZL-00512,2024-11,Kommunal,215,166.87906976744185,166.1712606662463,0.7078091011955507,0.7078091011955507,35879.0,35726.821043242955,152.17895675704494,False,False,False,False
32,0.02290622763063708,ZL-00497,2024-12,Industrie,302,199.87417218543047,200.58825622788834,-0.7140840424578698,0.7140840424578698,60362.0,60577.65338082228,-215.65338082228118,False,False,False,False
33,0.023622047244094488,ZL-00362,2024-12,Industrie,138,110.95652173913044,111.68675763268611,-0.7302358935556725,0.7302358935556725,15312.0,15412.772553310682,-100.77255331068227,False,False,False,False
34,0.024337866857551897,ZL-00297,2024-11,Industrie,752,140.6529255319149,141.39537260112706,-0.7424470692121758,0.7424470692121758,105771.0,106329.32019604756,-558.3201960475562,False,False,False,False
35,0.025053686471009307,ZL-00108,2024-11,Gewerbe,68,143.35294117647058,142.59660207626834,0.7563391002022399,0.7563391002022399,9748.0,9696.568941186248,51.431058813752315,False,False,False,False
36,0.025769506084466716,ZL-00083,2024-12,Kommunal,75,102.85333333333334,102.07500872731882,0.7783246060145217,0.7783246060145217,7714.0,7655.625654548911,58.37434545108863,False,False,False,False
37,0.026485325697924122,ZL-00420,2024-12,Gewerbe,37,112.27027027027027,113.07897229315412,-0.8087020228838497,0.8087020228838497,4154.0,4183.921974846702,-29.921974846702142,False,False,False,False
38,0.02720114531138153,ZL-00012,2024-11,Gewerbe,25,120.64,121.47867454710746,-0.838674547107459,0.838674547107459,3016.0,3036.9668636776864,-20.966863677686433,False,False,False,False
39,0.02791696492483894,ZL-00516,2024-11,Gewerbe,87,95.26436781609196,96.10410426169736,-0.8397364456053964,0.8397364456053964,8288.0,8361.05707076767,-73.05707076767067,False,False,False,False
40,0.02863278453829635,ZL-00236,2024-12,Gewerbe,120,143.7,142.85072373420297,0.8492762657970161,0.8492762657970161,17244.0,17142.086848104358,101.91315189564193,False,False,False,False
41,0.02934860415175376,ZL-00599,2024-12,Industrie,203,171.88177339901478,171.03024950357923,0.8515238954355482,0.8515238954355482,34892.0,34719.14064922658,172.85935077341856,False,False,False,False
42,0.030064423765211165,ZL-00018,2024-11,Gewerbe,34,115.29411764705884,114.43739228232926,0.8567253647295843,0.8567253647295843,3920.0,3890.8713375991947,29.128662400805297,False,False,False,False
43,0.030780243378668574,ZL-00073,2024-12,Gewerbe,43,151.46511627906978,152.32978293062604,-0.8646666515562629,0.8646666515562629,6513.0,6550.1806660169195,-37.18066601691953,False,False,False,False
44,0.031496062992125984,ZL-00271,2024-11,Industrie,401,83.02244389027432,83.88838266726209,-0.8659387769877753,0.8659387769877753,33292.0,33639.2414495721,-347.2414495721023,False,False,False,False
45,0.03221188260558339,ZL-00620,2024-11,Gewerbe,71,167.9154929577465,168.78846292246416,-0.8729699647176687,0.8729699647176687,11922.0,11983.980867494956,-61.98086749495633,False,False,False,False
46,0.0329277022190408,ZL-00258,2024-11,Gewerbe,38,112.0,111.12656827616746,0.8734317238325389,0.8734317238325389,4256.0,4222.809594494363,33.19040550563659,False,False,False,False
47,0.03364352183249821,ZL-00193,2024-11,Kommunal,122,194.72131147540983,195.6237148271666,-0.9024033517567602,0.9024033517567602,23756.0,23866.093208914324,-110.09320891432435,False,False,False,False
48,0.03435934144595562,ZL-00496,2024-11,Industrie,393,86.14503816793894,87.04890414644902,-0.9038659785100833,0.9038659785100833,33855.0,34210.219329554464,-355.2193295544639,False,False,False,False
49,0.03507516105941303,ZL-00232,2024-12,Gewerbe,77,101.83116883116882,102.76193271056636,-0.9307638793975315,0.9307638793975315,7841.0,7912.66881871361,-71.66881871360965,False,False,False,False
50,0.03579098067287044,ZL-00388,2024-12,Gewerbe,81,177.06172839506172,176.12881344549893,0.932914949562786,0.932914949562786,14342.0,14266.433889085414,75.5661109145858,False,False,False,False
51,0.03650680028632784,ZL-00360,2024-11,Gewerbe,41,151.5121951219512,150.53239961796228,0.9797955039889246,0.9797955039889246,6212.0,6171.828384336453,40.17161566354662,False,False,False,False
52,0.03722261989978525,ZL-00395,2024-11,Industrie,692,206.9523121387284,207.9503014840774,-0.9979893453489979,0.9979893453489979,143211.0,143901.60862698156,-690.6086269815569,False,False,False,False
53,0.03793843951324266,ZL-00445,2024-11,Gewerbe,20,106.9,107.94979891287466,-1.0497989128746497,1.0497989128746497,2138.0,2158.9959782574933,-20.995978257493334,False,False,False,False
54,0.03865425912670007,ZL-00242,2024-12,Gewerbe,39,99.66666666666669,98.60005075320299,1.0666159134636928,1.0666159134636928,3887.0,3845.4019793749167,41.598020625083336,False,False,False,False
55,0.03937007874015748,ZL-00419,2024-12,Gewerbe,42,208.3571428571429,207.27761905126806,1.0795238058748282,1.0795238058748282,8751.0,8705.660000153259,45.33999984674119,False,False,False,False
56,0.04008589835361489,ZL-00155,2024-12,Industrie,418,201.05741626794256,202.15199532702994,-1.0945790590873798,1.0945790590873798,84042.0,84499.5340466985,-457.53404669850715,False,False,False,False
57,0.0408017179670723,ZL-00160,2024-11,Kommunal,119,224.76470588235293,225.88005932655548,-1.1153534442025546,1.1153534442025546,26747.0,26879.727059860103,-132.7270598601026,False,False,False,False
58,0.04151753758052971,ZL-00093,2024-12,Gewerbe,196,141.19387755102042,142.3425068778666,-1.1486293268461907,1.1486293268461907,27674.0,27899.131348061856,-225.13134806185553,False,False,False,False
59,0.04223335719398712,ZL-00345,2024-11,Gewerbe,168,166.3154761904762,167.4691827040612,-1.153706513585007,1.153706513585007,27941.0,28134.822694282284,-193.82269428228392,False,False,False,False
60,0.04294917680744453,ZL-00459,2024-12,Gewerbe,24,171.83333333333334,170.6769375061813,1.1563958271520391,1.1563958271520391,4124.0,4096.2465001483515,27.753499851648485,False,False,False,False
61,0.043664996420901936,ZL-00065,2024-11,Gewerbe,88,113.02272727272728,111.84482625173007,1.1779010209972114,1.1779010209972114,9946.0,9842.344710152247,103.65528984775301,False,False,False,False
62,0.04438081603435934,ZL-00172,2024-12,Industrie,311,174.1929260450161,175.3727452290944,-1.1798191840782977,1.1798191840782977,54174.0,54540.92376624836,-366.9237662483574,False,False,False,False
63,0.04509663564781675,ZL-00634,2024-11,Gewerbe,61,152.31147540983608,151.03564970290861,1.2758257069274634,1.2758257069274634,9291.0,9213.174631877426,77.82536812257422,False,False,False,False
64,0.04581245526127416,ZL-00361,2024-11,Gewerbe,67,95.61194029850746,96.89857754222717,-1.28663724371971,1.28663724371971,6406.0,6492.20469532922,-86.20469532922016,False,False,False,False
65,0.046528274874731566,ZL-00399,2024-11,Gewerbe,40,142.85,141.54752083502336,1.3024791649766314,1.3024791649766314,5714.0,5661.900833400934,52.09916659906594,False,False,False,False
66,0.047244094488188976,ZL-00662,2024-11,Industrie,209,194.44497607655504,195.78049200916988,-1.3355159326148396,1.3355159326148396,40639.0,40918.1228299165,-279.12282991650136,False,False,False,False
67,0.047959914101646385,ZL-00464,2024-11,Gewerbe,87,99.47126436781608,98.11738054871444,1.3538838191016396,1.3538838191016396,8654.0,8536.212107738156,117.78789226184381,False,False,False,False
68,0.048675733715103794,ZL-00497,2024-11,Industrie,302,201.6158940397351,200.2566858895099,1.3592081502252142,1.3592081502252142,60888.0,60477.519138631986,410.4808613680143,False,False,False,False
69,0.049391553328561204,ZL-00082,2024-11,Industrie,192,99.94791666666669,98.58391853117647,1.3639981354902204,1.3639981354902204,19190.0,18928.112357985883,261.88764201411686,False,False,False,False
70,0.05010737294201861,ZL-00182,2024-12,Gewerbe,44,136.6818181818182,135.31619966161443,1.3656185202037534,1.3656185202037534,6014.0,5953.912785111035,60.08721488896481,False,False,False,False
71,0.05082319255547602,ZL-00307,2024-12,Gewerbe,59,211.5593220338983,210.19066234239074,1.3686596915075597,1.3686596915075597,12482.0,12401.249078201054,80.75092179894637,False,False,False,False
72,0.05153901216893343,ZL-00552,2024-11,Industrie,245,186.0897959183673,187.4622221927398,-1.3724262743725149,1.3724262743725149,45592.0,45928.24443722125,-336.2444372212485,False,False,False,False
73,0.052254831782390834,ZL-00299,2024-12,Gewerbe,53,133.7924528301887,132.41893143240029,1.3735213977884086,1.3735213977884086,7091.0,7018.203365917215,72.7966340827852,False,False,False,False
74,0.052970651395848244,ZL-00516,2024-12,Gewerbe,87,105.80459770114942,107.1784731129987,-1.3738754118492835,1.3738754118492835,9205.0,9324.527160830887,-119.52716083088671,False,False,False,False
75,0.05368647100930565,ZL-00427,2024-12,Gewerbe,90,108.12222222222222,106.71371054856711,1.4085116736551129,1.4085116736551129,9731.0,9604.233949371039,126.76605062896124,False,False,False,False
76,0.05440229062276306,ZL-00123,2024-12,Gewerbe,55,98.85454545454546,97.41080977081543,1.4437356837300257,1.4437356837300257,5437.0,5357.594537394849,79.40546260515111,False,False,False,False
77,0.05511811023622047,ZL-00233,2024-11,Gewerbe,88,119.47727272727272,120.9440897608871,-1.466817033614376,1.466817033614376,10514.0,10643.079898958065,-129.07989895806531,False,False,False,False
78,0.05583392984967788,ZL-00613,2024-11,Industrie,276,140.07971014492753,141.58193425500338,-1.5022241100758436,1.5022241100758436,38662.0,39076.61385438093,-414.6138543809284,False,False,False,False
79,0.05654974946313529,ZL-00276,2024-11,Gewerbe,81,162.0493827160494,163.60012929220406,-1.5507465761546655,1.5507465761546655,13126.0,13251.610472668528,-125.61047266852802,False,False,False,False
80,0.0572655690765927,ZL-00624,2024-12,Gewerbe,64,99.046875,100.61003960109879,-1.5631646010987907,1.5631646010987907,6339.0,6439.042534470323,-100.04253447032261,False,False,False,False
81,0.05798138869005011,ZL-00659,2024-11,Gewerbe,57,167.7017543859649,169.26845277496258,-1.566698388997679,1.566698388997679,9559.0,9648.301808172868,-89.30180817286782,False,False,False,False
82,0.05869720830350752,ZL-00417,2024-12,Industrie,98,242.0204081632653,243.5894859773249,-1.5690778140595967,1.5690778140595967,23718.0,23871.76962577784,-153.7696257778407,False,False,False,False
83,0.05941302791696493,ZL-00228,2024-12,Industrie,493,201.0344827586207,202.6243270328773,-1.589844274256592,1.589844274256592,99110.0,99893.7932272085,-783.7932272085018,False,False,False,False
84,0.06012884753042233,ZL-00248,2024-12,Industrie,113,139.81415929203538,138.21577330031744,1.5983859917179473,1.5983859917179473,15799.0,15618.38238293587,180.61761706413017,False,False,False,False
85,0.06084466714387974,ZL-00574,2024-11,Industrie,370,198.3108108108108,196.70623161055948,1.6045792002513224,1.6045792002513224,73375.0,72781.30569590701,593.6943040929909,False,False,False,False
86,0.06156048675733715,ZL-00164,2024-12,Gewerbe,28,106.10714285714286,104.50250458951535,1.6046382676275073,1.6046382676275073,2971.0,2926.0701285064297,44.92987149357032,False,False,False,False
87,0.06227630637079456,ZL-00538,2024-12,Gewerbe,73,213.83561643835617,212.22640072022884,1.6092157181273308,1.6092157181273308,15610.0,15492.527252576705,117.472747423295,False,False,False,False
88,0.06299212598425197,ZL-00433,2024-11,Gewerbe,30,94.4,96.04324081548789,-1.6432408154878857,1.6432408154878857,2832.0,2881.2972244646367,-49.297224464636656,False,False,False,False
89,0.06370794559770938,ZL-00601,2024-12,Industrie,385,91.74025974025976,93.39366635419562,-1.6534066139358572,1.6534066139358572,35320.0,35956.561546365316,-636.5615463653157,False,False,False,False
90,0.06442376521116679,ZL-00253,2024-11,Gewerbe,57,114.56140350877192,116.26132162573292,-1.6999181169610011,1.6999181169610011,6530.0,6626.895332666776,-96.89533266677608,False,False,False,False
91,0.06513958482462419,ZL-00544,2024-11,Gewerbe,51,99.03921568627452,97.3224121508126,1.7168035354619207,1.7168035354619207,5051.0,4963.443019691443,87.55698030855729,False,False,False,False
92,0.0658554044380816,ZL-00102,2024-12,Gewerbe,50,106.84,108.59130083009379,-1.7513008300937827,1.7513008300937827,5342.0,5429.565041504689,-87.56504150468936,False,False,False,False
93,0.06657122405153901,ZL-00535,2024-11,Industrie,202,148.62871287128712,150.3966483104812,-1.7679354391940763,1.7679354391940763,30023.0,30380.122958717202,-357.122958717202,False,False,False,False
94,0.06728704366499642,ZL-00569,2024-11,Gewerbe,53,98.9245283018868,97.15545614500566,1.769072156881137,1.769072156881137,5243.0,5149.2391756853,93.76082431469968,False,False,False,False
95,0.06800286327845383,ZL-00220,2024-11,Gewerbe,144,218.19444444444449,216.40358589436494,1.7908585500795482,1.7908585500795482,31420.0,31162.11636878855,257.88363121145085,False,False,False,False
96,0.06871868289191124,ZL-00319,2024-11,Kommunal,70,154.4142857142857,152.56168760917643,1.85259810510928,1.85259810510928,10809.0,10679.318132642351,129.68186735764903,False,False,False,False
97,0.06943450250536864,ZL-00448,2024-12,Gewerbe,132,222.5757575757576,224.44565477080084,-1.8698971950432508,1.8698971950432508,29380.0,29626.82642974571,-246.8264297457099,False,False,False,False
98,0.07015032211882606,ZL-00565,2024-11,Kommunal,101,80.12871287128714,82.04894424380082,-1.9202313725136833,1.9202313725136833,8093.0,8286.943368623883,-193.94336862388263,False,False,False,False
99,0.07086614173228346,ZL-00147,2024-11,Gewerbe,49,116.12244897959184,118.04616966760778,-1.9237206880159476,1.9237206880159476,5690.0,5784.262313712781,-94.26231371278118,False,False,False,False
100,0.07158196134574088,ZL-00369,2024-11,Industrie,153,199.8496732026144,201.7897353960202,-1.9400621934057938,1.9400621934057938,30577.0,30873.829515591093,-296.8295155910928,False,False,False,False
101,0.07229778095919828,ZL-00116,2024-11,Gewerbe,34,179.73529411764707,181.6883296423015,-1.9530355246544389,1.9530355246544389,6111.0,6177.403207838252,-66.40320783825155,False,False,False,False
102,0.07301360057265568,ZL-00237,2024-12,Industrie,775,207.43870967741933,209.39777254526865,-1.959062867849326,1.959062867849326,160765.0,162283.2737225832,-1518.2737225831952,False,False,False,False
103,0.0737294201861131,ZL-00581,2024-11,Gewerbe,36,113.13888888888889,115.17021389503552,-2.0313250061466306,2.0313250061466306,4073.0,4146.127700221278,-73.12770022127825,False,False,False,False
104,0.0744452397995705,ZL-00633,2024-11,Gewerbe,202,162.98019801980195,160.88695596638803,2.093242053413917,2.093242053413917,32922.0,32499.16510521038,422.8348947896193,False,False,False,False
105,0.07516105941302792,ZL-00615,2024-12,Gewerbe,60,132.48333333333332,130.3655106527531,2.1178226805802183,2.1178226805802183,7949.0,7821.930639165186,127.06936083481378,False,False,False,False
106,0.07587687902648532,ZL-00646,2024-12,Gewerbe,38,121.26315789473684,119.13870895768193,2.1244489370549076,2.1244489370549076,4608.0,4527.270940391913,80.72905960808657,False,False,False,False
107,0.07659269863994274,ZL-00040,2024-11,Kommunal,99,215.42424242424244,213.2986692273876,2.1255731968548446,2.1255731968548446,21327.0,21116.56825351137,210.43174648862987,False,False,False,False
108,0.07730851825340014,ZL-00438,2024-12,Gewerbe,68,144.89705882352942,142.7585230838651,2.13853573966432,2.13853573966432,9853.0,9707.579569702826,145.42043029717388,False,False,False,False
109,0.07802433786685756,ZL-00492,2024-12,Gewerbe,37,100.5945945945946,98.39862172645658,2.195972868138014,2.195972868138014,3722.0,3640.7490038788937,81.25099612110625,False,False,False,False
110,0.07874015748031496,ZL-00580,2024-12,Gewerbe,48,120.70833333333331,118.50969545398861,2.1986378793447017,2.1986378793447017,5794.0,5688.465381791453,105.53461820854682,False,False,False,False
111,0.07945597709377238,ZL-00196,2024-11,Industrie,561,202.49376114082,200.29336100949814,2.2004001313218566,2.2004001313218566,113599.0,112364.57552632845,1234.4244736715482,False,False,False,False
112,0.08017179670722978,ZL-00663,2024-11,Gewerbe,56,94.46428571428572,96.66558370272573,-2.201297988440004,2.201297988440004,5290.0,5413.272687352641,-123.27268735264079,False,False,False,False
113,0.08088761632068718,ZL-00207,2024-11,Gewerbe,84,79.05952380952381,81.27961535401091,-2.2200915444871043,2.2200915444871043,6641.0,6827.487689736917,-186.48768973691676,False,False,False,False
114,0.0816034359341446,ZL-00075,2024-11,Gewerbe,29,176.55172413793105,178.7724422905562,-2.220718152625153,2.220718152625153,5120.0,5184.40082642613,-64.40082642613015,False,False,False,False
115,0.082319255547602,ZL-00107,2024-11,Kommunal,105,116.54285714285714,114.29419701834748,2.2486601245096693,2.2486601245096693,12237.0,12000.890686926485,236.1093130735153,False,False,False,False
116,0.08303507516105942,ZL-00567,2024-11,Kommunal,57,200.1929824561404,197.9427332091801,2.2502492469603226,2.2502492469603226,11411.0,11282.735792923266,128.26420707673424,False,False,False,False
117,0.08375089477451682,ZL-00007,2024-12,Kommunal,144,102.47916666666669,104.78977874723803,-2.310612080571346,2.310612080571346,14757.0,15089.728139602277,-332.7281396022772,False,False,False,False
118,0.08446671438797423,ZL-00534,2024-12,Gewerbe,49,212.42857142857144,210.0992838728639,2.3292875557075376,2.3292875557075376,10409.0,10294.864909770331,114.135090229669,False,False,False,False
119,0.08518253400143164,ZL-00582,2024-12,Industrie,82,90.42682926829268,92.76432993674158,-2.3375006684488966,2.3375006684488966,7415.0,7606.675054812809,-191.67505481280932,False,False,False,False
120,0.08589835361488905,ZL-00093,2024-11,Gewerbe,196,137.10204081632654,139.44788962363575,-2.34584880730921,2.34584880730921,26872.0,27331.786366232605,-459.78636623260536,False,False,False,False
121,0.08661417322834646,ZL-00322,2024-12,Industrie,297,98.74074074074076,96.38369430905306,2.3570464316877064,2.3570464316877064,29326.0,28625.957209788758,700.0427902112424,False,False,False,False
122,0.08732999284180387,ZL-00608,2024-11,Gewerbe,33,73.39393939393939,75.75745591533843,-2.363516521399035,2.363516521399035,2422.0,2499.996045206168,-77.99604520616822,False,False,False,False
123,0.08804581245526127,ZL-00691,2024-11,Gewerbe,28,95.32142857142856,97.70143595562078,-2.3800073841922256,2.3800073841922256,2669.0,2735.6402067573817,-66.64020675738175,False,False,False,False
124,0.08876163206871868,ZL-00066,2024-11,Industrie,172,96.69186046511628,99.07300861833913,-2.3811481532228527,2.3811481532228527,16631.0,17040.557482354332,-409.557482354332,False,False,False,False
125,0.08947745168217609,ZL-00283,2024-11,Gewerbe,50,218.86,221.32474115572316,-2.4647411557231464,2.4647411557231464,10943.0,11066.237057786158,-123.2370577861584,False,False,False,False
126,0.0901932712956335,ZL-00159,2024-12,Industrie,88,193.9659090909091,191.4908988897001,2.4750102012089883,2.4750102012089883,17069.0,16851.19910229361,217.80089770639097,False,False,False,False
127,0.09090909090909091,ZL-00135,2024-11,Gewerbe,47,94.55319148936172,97.03154047966346,-2.4783489903017397,2.4783489903017397,4444.0,4560.482402544183,-116.48240254418306,False,False,False,False
128,0.09162491052254831,ZL-00379,2024-11,Industrie,388,142.08247422680412,139.5984119579791,2.484062268825028,2.484062268825028,55128.0,54164.18383969589,963.816160304108,False,False,False,False
129,0.09234073013600573,ZL-00270,2024-12,Gewerbe,70,177.27142857142857,174.7782605286165,2.493168042812073,2.493168042812073,12409.0,12234.478237003155,174.5217629968447,False,False,False,False
130,0.09305654974946313,ZL-00291,2024-11,Industrie,117,103.98290598290598,101.42072864854721,2.562177334358765,2.562177334358765,12166.0,11866.225251880023,299.7747481199767,False,False,False,False
131,0.09377236936292055,ZL-00049,2024-11,Gewerbe,40,140.125,137.53899019324288,2.5860098067571187,2.5860098067571187,5605.0,5501.559607729715,103.44039227028497,False,False,False,False
132,0.09448818897637795,ZL-00001,2024-11,Gewerbe,186,99.47849462365592,96.88681583396469,2.5916787896912297,2.5916787896912297,18503.0,18020.94774511743,482.0522548825684,False,False,False,False
133,0.09520400858983537,ZL-00407,2024-12,Gewerbe,41,114.58536585365852,111.98917197319147,2.596193880467041,2.596193880467041,4698.0,4591.55605090085,106.4439490991499,False,False,False,False
134,0.09591982820329277,ZL-00514,2024-11,Kommunal,113,165.1238938053097,167.72688783120907,-2.6029940258993634,2.6029940258993634,18659.0,18953.138324926626,-294.1383249266255,False,False,False,False
135,0.09663564781675017,ZL-00110,2024-11,Industrie,381,94.2992125984252,91.67005062883757,2.629161969587628,2.629161969587628,35928.0,34926.28928958711,1001.7107104128881,False,False,False,False
136,0.09735146743020759,ZL-00149,2024-12,Kommunal,161,129.93788819875778,127.2928888999696,2.6449992987881785,2.6449992987881785,20920.0,20494.155112895107,425.84488710489313,False,False,False,False
137,0.09806728704366499,ZL-00532,2024-11,Industrie,283,164.8374558303887,167.48330976397736,-2.645853933588654,2.645853933588654,46649.0,47397.776663205594,-748.7766632055936,False,False,False,False
138,0.09878310665712241,ZL-00165,2024-12,Industrie,445,201.91460674157304,199.26292421927965,2.6516825222933846,2.6516825222933846,89852.0,88672.00127757945,1179.9987224205543,False,False,False,False
139,0.09949892627057981,ZL-00148,2024-11,Industrie,719,198.1682892906815,195.5012674581377,2.66702183254381,2.66702183254381,142483.0,140565.41130240101,1917.5886975989852,False,False,False,False
140,0.10021474588403723,ZL-00532,2024-12,Industrie,283,175.4310954063604,172.70783286035618,2.7232625460042357,2.7232625460042357,49647.0,48876.3166994808,770.683300519202,False,False,False,False
141,0.10093056549749463,ZL-00588,2024-11,Kommunal,76,89.10526315789474,91.84855310202988,-2.7432899441351424,2.7432899441351424,6772.0,6980.490035754271,-208.49003575427105,False,False,False,False
142,0.10164638511095204,ZL-00401,2024-11,Gewerbe,25,125.52,128.27002452771092,-2.75002452771092,2.75002452771092,3138.0,3206.750613192773,-68.75061319277302,False,False,False,False
143,0.10236220472440945,ZL-00678,2024-11,Industrie,157,95.27388535031848,98.11088026359485,-2.8369949132763708,2.8369949132763708,14958.0,15403.40820138439,-445.40820138439085,False,False,False,False
144,0.10307802433786686,ZL-00396,2024-12,Gewerbe,69,108.76811594202898,105.91940851284744,2.8487074291815446,2.8487074291815446,7505.0,7308.439187386473,196.56081261352665,False,False,False,False
145,0.10379384395132427,ZL-00224,2024-11,Gewerbe,73,173.05479452054794,170.19307025386013,2.8617242666878155,2.8617242666878155,12633.0,12424.09412853179,208.90587146821053,False,False,False,False
