zaehler_id,monat,jahr,split,vollaststunden,verbrauch_kwh,vertragsleistung_kw,kundentyp,monat_idx,arbeitstage,feiertage_im_monat,heizgradtage,produktionsplan_index,wartung_aktiv,vormonat_vls,letzte_3_monate_vls,vorjahr_vls,anomalie,unmoeglich
ZL-00000,2025-02-01,2025,test,99.8108108108108,7386.0,74,Gewerbe,2,20,0,400,1.282,False,120.95945945945945,93.99099099099098,101.74324324324324,False,False
ZL-00000,2025-03-01,2025,test,80.43243243243244,5952.0,74,Gewerbe,3,21,0,318,1.084,False,99.8108108108108,98.64864864864865,81.14864864864865,False,False
ZL-00000,2025-04-01,2025,test,85.24324324324324,6308.0,74,Gewerbe,4,22,1,192,1.037,False,80.43243243243244,100.40090090090091,82.93243243243244,False,False
ZL-00000,2025-05-01,2025,test,84.66216216216216,6265.0,74,Gewerbe,5,22,1,145,1.06,False,85.24324324324324,88.4954954954955,116.95945945945945,False,False
ZL-00000,2025-06-01,2025,test,80.02702702702703,5922.0,74,Gewerbe,6,21,0,27,0.968,False,84.66216216216216,83.44594594594595,92.14864864864865,False,False
ZL-00000,2025-07-01,2025,test,86.60810810810811,6409.0,74,Gewerbe,7,23,0,0,0.946,False,80.02702702702703,83.3108108108108,90.28378378378379,False,False
ZL-00000,2025-08-01,2025,test,68.91891891891892,5100.0,74,Gewerbe,8,21,0,0,0.934,False,86.60810810810811,83.76576576576576,84.86486486486487,False,False
ZL-00000,2025-09-01,2025,test,49.41891891891892,3657.0,74,Gewerbe,9,22,0,27,0.82,True,68.91891891891892,78.51801801801801,67.60810810810811,False,False
ZL-00000,2025-10-01,2025,test,88.56756756756756,6554.0,74,Gewerbe,10,23,1,195,1.039,False,49.41891891891892,68.31531531531532,70.29729729729729,False,False
ZL-00000,2025-11-01,2025,test,91.78378378378379,6792.0,74,Gewerbe,11,20,1,208,1.023,False,88.56756756756756,68.96846846846847,85.83783783783784,False,False
ZL-00000,2025-12-01,2025,test,80.05405405405405,5924.0,74,Gewerbe,12,23,2,305,0.939,False,91.78378378378379,76.5900900900901,75.17567567567568,False,False
ZL-00001,2024-01-01,2024,train,129.43548387096774,24075.0,186,Gewerbe,1,23,1,378,1.069,False,,35.876344086021504,,True,False
ZL-00001,2024-02-01,2024,train,110.4247311827957,20539.0,186,Gewerbe,2,21,0,300,1.172,False,129.43548387096774,82.9758064516129,,False,False
ZL-00001,2024-03-01,2024,train,109.55913978494624,20378.0,186,Gewerbe,3,21,0,262,1.084,False,110.4247311827957,119.93010752688173,,False,False
ZL-00001,2024-04-01,2024,train,82.49462365591398,15344.0,186,Gewerbe,4,22,1,145,0.965,False,109.55913978494624,116.47311827956989,,False,False
ZL-00001,2024-05-01,2024,train,118.48924731182795,22039.0,186,Gewerbe,5,23,1,27,1.229,False,82.49462365591398,100.82616487455198,,False,False
ZL-00001,2024-06-01,2024,train,93.10215053763442,17317.0,186,Gewerbe,6,20,0,0,0.911,False,118.48924731182795,103.51433691756273,,False,False
ZL-00001,2024-07-01,2024,train,92.54301075268818,17213.0,186,Gewerbe,7,23,0,8,0.993,False,93.10215053763442,98.02867383512542,,False,False
ZL-00001,2024-08-01,2024,train,90.31182795698925,16798.0,186,Gewerbe,8,22,0,0,0.926,False,92.54301075268818,101.37813620071682,,False,False
ZL-00001,2024-09-01,2024,train,48.60215053763441,9040.0,186,Gewerbe,9,21,0,67,0.785,True,90.31182795698925,91.98566308243727,,False,False
ZL-00001,2024-10-01,2024,train,99.39784946236558,18488.0,186,Gewerbe,10,23,1,165,1.027,False,48.60215053763441,77.15232974910394,,False,False
ZL-00001,2024-11-01,2024,train,99.47849462365592,18503.0,186,Gewerbe,11,21,1,265,0.93,False,99.39784946236558,79.43727598566309,,False,False
ZL-00001,2024-12-01,2024,train,116.44086021505376,21658.0,186,Gewerbe,12,22,2,355,1.011,False,99.47849462365592,82.49283154121864,,False,False
ZL-00001,2025-01-01,2025,test,82.47311827956989,15340.0,186,Gewerbe,1,23,1,395,0.952,False,116.44086021505376,105.1057347670251,129.43548387096774,False,False
ZL-00001,2025-02-01,2025,test,84.26344086021506,15673.0,186,Gewerbe,2,20,0,350,,False,82.47311827956989,99.46415770609316,110.4247311827957,False,False
ZL-00001,2025-03-01,2025,test,96.44623655913979,17939.0,186,Gewerbe,3,21,0,302,1.131,False,84.26344086021506,94.39247311827957,109.55913978494624,False,False
ZL-00001,2025-04-01,2025,test,123.47849462365592,22967.0,186,Gewerbe,4,22,1,178,1.234,False,96.44623655913979,87.72759856630825,82.49462365591398,True,False
ZL-00001,2025-05-01,2025,test,64.52688172043011,12002.0,186,Gewerbe,5,22,1,42,0.926,True,123.47849462365592,101.39605734767025,118.48924731182795,False,False
ZL-00001,2025-06-01,2025,test,83.90860215053763,15607.0,186,Gewerbe,6,21,0,0,1.012,False,64.52688172043011,94.81720430107526,93.10215053763442,False,False
ZL-00001,2025-07-01,2025,test,19.19058634370695,3569.4490599294927,186,Gewerbe,7,23,0,0,0.932,False,83.90860215053763,90.63799283154123,92.54301075268818,False,False
ZL-00001,2025-08-01,2025,test,88.47849462365592,16457.0,186,Gewerbe,8,21,0,0,0.969,False,19.19058634370695,55.875356738224895,90.31182795698925,False,False
ZL-00001,2025-09-01,2025,test,85.51075268817205,15905.0,186,Gewerbe,9,22,0,17,0.931,False,88.47849462365592,63.85922770596684,48.60215053763441,False,False
ZL-00001,2025-10-01,2025,test,96.34946236559139,17921.0,186,Gewerbe,10,23,1,75,0.881,False,85.51075268817205,64.3932778851783,99.39784946236558,False,False
ZL-00001,2025-11-01,2025,test,78.26881720430107,14558.0,186,Gewerbe,11,20,1,300,0.918,False,96.34946236559139,90.11290322580645,99.47849462365592,False,False
ZL-00001,2025-12-01,2025,test,105.0,19530.0,186,Gewerbe,12,23,2,352,0.942,False,78.26881720430107,86.70967741935483,116.44086021505376,False,False
ZL-00002,2024-01-01,2024,train,29.382261402723127,1674.7888999552183,57,Gewerbe,1,23,1,370,0.983,False,,284.9035087719298,,False,False
ZL-00002,2024-02-01,2024,train,148.71929824561403,8477.0,57,Gewerbe,2,21,0,320,1.08,False,29.382261402723127,142.39288508732648,,False,False
ZL-00002,2024-03-01,2024,train,136.42105263157896,7776.0,57,Gewerbe,3,21,0,318,1.061,False,148.71929824561403,89.05077982416857,,False,False
ZL-00002,2024-04-01,2024,train,87.36842105263158,4980.0,57,Gewerbe,4,22,1,210,1.121,True,136.42105263157896,104.84087075997203,,False,False
ZL-00002,2024-05-01,2024,train,126.17543859649123,7192.0,57,Gewerbe,5,23,1,75,1.072,False,87.36842105263158,124.16959064327486,,False,False
ZL-00002,2024-06-01,2024,train,99.08771929824562,5648.0,57,Gewerbe,6,20,0,0,0.978,False,126.17543859649123,116.65497076023391,,False,False
ZL-00002,2024-07-01,2024,train,118.08771929824562,6731.0,57,Gewerbe,7,23,0,0,0.934,False,99.08771929824562,104.21052631578948,,False,False
ZL-00002,2024-08-01,2024,train,99.87719298245614,5693.0,57,Gewerbe,8,22,0,0,0.833,False,118.08771929824562,114.45029239766082,,False,False
ZL-00002,2024-09-01,2024,train,110.80701754385964,6316.0,57,Gewerbe,9,21,0,55,0.917,False,99.87719298245614,105.6842105263158,,False,False
ZL-00002,2024-10-01,2024,train,134.59649122807016,7672.0,57,Gewerbe,10,23,1,135,0.888,False,110.80701754385964,109.5906432748538,,False,False
ZL-00002,2024-11-01,2024,train,116.57894736842105,6645.0,57,Gewerbe,11,21,1,262,0.886,False,134.59649122807016,115.09356725146198,,False,False
ZL-00002,2024-12-01,2024,train,116.21052631578948,6624.0,57,Gewerbe,12,22,2,310,0.907,False,116.57894736842105,120.6608187134503,,False,False
ZL-00002,2025-01-01,2025,test,136.96491228070175,7807.0,57,Gewerbe,1,23,1,395,1.068,False,116.21052631578948,122.46198830409357,29.382261402723127,False,False
ZL-00002,2025-02-01,2025,test,159.82456140350877,9110.0,57,Gewerbe,2,20,0,390,1.221,False,136.96491228070175,123.25146198830409,148.71929824561403,True,False
ZL-00002,2025-03-01,2025,test,156.6315789473684,8928.0,57,Gewerbe,3,21,0,258,1.197,False,159.82456140350877,137.66666666666666,136.42105263157896,False,False
ZL-00002,2025-04-01,2025,test,179.1578947368421,10212.0,57,Gewerbe,4,22,1,167,1.191,False,156.6315789473684,151.140350877193,87.36842105263158,True,False
ZL-00002,2025-05-01,2025,test,154.59649122807016,8812.0,57,Gewerbe,5,22,1,135,1.133,False,179.1578947368421,165.20467836257308,126.17543859649123,False,False
ZL-00002,2025-06-01,2025,test,127.87719298245614,7289.0,57,Gewerbe,6,21,0,0,1.097,False,154.59649122807016,163.46198830409358,99.08771929824562,False,False
ZL-00002,2025-07-01,2025,test,140.9298245614035,8033.0,57,Gewerbe,7,23,0,0,0.994,False,127.87719298245614,153.87719298245614,118.08771929824562,False,False
ZL-00002,2025-08-01,2025,test,123.05263157894737,7014.0,57,Gewerbe,8,21,0,0,0.882,False,140.9298245614035,141.1345029239766,99.87719298245614,False,False
ZL-00002,2025-09-01,2025,test,67.33333333333333,3838.0,57,Gewerbe,9,22,0,10,0.817,True,123.05263157894737,130.61988304093566,110.80701754385964,False,False
ZL-00002,2025-10-01,2025,test,82.08771929824562,4679.0,57,Gewerbe,10,23,1,180,0.94,True,67.33333333333333,110.43859649122807,134.59649122807016,False,False
ZL-00002,2025-11-01,2025,test,78.26315789473684,4461.0,57,Gewerbe,11,20,1,258,,False,82.08771929824562,90.82456140350877,116.57894736842105,False,False
ZL-00002,2025-12-01,2025,test,148.24561403508773,8450.0,57,Gewerbe,12,23,2,380,,False,78.26315789473684,75.89473684210526,116.21052631578948,False,False
ZL-00003,2024-01-01,2024,train,127.6086956521739,2935.0,23,Gewerbe,1,23,1,395,1.13,False,,198.69565217391303,,False,False
ZL-00003,2024-02-01,2024,train,135.08695652173913,3107.0,23,Gewerbe,2,21,0,360,1.261,False,127.6086956521739,160.7826086956522,,False,False
ZL-00003,2024-03-01,2024,train,80.56521739130434,1853.0,23,Gewerbe,3,21,0,325,1.06,True,135.08695652173913,131.34782608695653,,False,False
ZL-00003,2024-04-01,2024,train,141.6086956521739,3257.0,23,Gewerbe,4,22,1,167,1.223,False,80.56521739130434,114.42028985507245,,True,False
ZL-00003,2024-05-01,2024,train,138.04347826086956,3175.0,23,Gewerbe,5,23,1,0,1.128,False,141.6086956521739,119.08695652173913,,True,False
ZL-00003,2024-06-01,2024,train,96.95652173913044,2230.0,23,Gewerbe,6,20,0,58,0.951,False,138.04347826086956,120.07246376811594,,False,False
ZL-00003,2024-07-01,2024,train,104.56521739130434,2405.0,23,Gewerbe,7,23,0,0,0.914,False,96.95652173913044,125.53623188405795,,False,False
ZL-00003,2024-08-01,2024,train,93.17391304347827,2143.0,23,Gewerbe,8,22,0,0,0.854,False,104.56521739130434,113.18840579710144,,False,False
ZL-00003,2024-09-01,2024,train,77.47826086956522,1782.0,23,Gewerbe,9,21,0,38,0.821,False,93.17391304347827,98.231884057971,,False,False
ZL-00003,2024-10-01,2024,train,93.34782608695652,2147.0,23,Gewerbe,10,23,1,125,,False,77.47826086956522,91.73913043478261,,False,False
ZL-00003,2024-11-01,2024,train,113.8695652173913,2619.0,23,Gewerbe,11,21,1,365,1.019,False,93.34782608695652,88.0,,False,False
ZL-00003,2024-12-01,2024,train,81.82608695652173,1882.0,23,Gewerbe,12,22,2,352,0.924,False,113.8695652173913,94.89855072463767,,False,False
ZL-00003,2025-01-01,2025,test,123.73913043478261,2846.0,23,Gewerbe,1,23,1,428,0.991,False,81.82608695652173,96.34782608695652,127.6086956521739,False,False
ZL-00003,2025-02-01,2025,test,125.17391304347827,2879.0,23,Gewerbe,2,20,0,362,1.226,False,123.73913043478261,106.47826086956522,135.08695652173913,False,False
ZL-00003,2025-03-01,2025,test,117.8695652173913,2711.0,23,Gewerbe,3,21,0,275,1.038,False,125.17391304347827,110.2463768115942,80.56521739130434,False,False
ZL-00003,2025-04-01,2025,test,127.1304347826087,2924.0,23,Gewerbe,4,22,1,90,1.106,False,117.8695652173913,122.26086956521739,141.6086956521739,False,False
ZL-00003,2025-05-01,2025,test,121.73913043478261,2800.0,23,Gewerbe,5,22,1,55,0.995,False,127.1304347826087,123.3913043478261,138.04347826086956,False,False
ZL-00003,2025-06-01,2025,test,107.65217391304348,2476.0,23,Gewerbe,6,21,0,5,1.131,False,121.73913043478261,122.2463768115942,96.95652173913044,False,False
ZL-00003,2025-07-01,2025,test,96.6086956521739,2222.0,23,Gewerbe,7,23,0,8,1.017,False,107.65217391304348,118.84057971014491,104.56521739130434,False,False
ZL-00003,2025-08-01,2025,test,93.82608695652173,2158.0,23,Gewerbe,8,21,0,0,0.804,False,96.6086956521739,108.66666666666666,93.17391304347827,False,False
ZL-00003,2025-09-01,2025,test,91.30434782608695,2100.0,23,Gewerbe,9,22,0,20,0.77,False,93.82608695652173,99.3623188405797,77.47826086956522,False,False
ZL-00003,2025-10-01,2025,test,100.17391304347827,2304.0,23,Gewerbe,10,23,1,152,0.931,False,91.30434782608695,93.91304347826087,93.34782608695652,False,False
ZL-00003,2025-11-01,2025,test,94.8695652173913,2182.0,23,Gewerbe,11,20,1,295,0.96,False,100.17391304347827,95.1014492753623,113.8695652173913,False,False
ZL-00003,2025-12-01,2025,test,118.04347826086956,2715.0,23,Gewerbe,12,23,2,398,0.972,False,94.8695652173913,95.44927536231883,81.82608695652173,False,False
ZL-00004,2024-01-01,2024,train,179.57731958762886,17419.0,97,Kommunal,1,23,1,380,1.039,False,,23.123711340206185,,False,False
ZL-00004,2024-02-01,2024,train,158.53608247422682,15378.0,97,Kommunal,2,21,0,348,1.111,False,179.57731958762886,101.0360824742268,,False,False
ZL-00004,2024-03-01,2024,train,200.96907216494844,19494.0,97,Kommunal,3,21,0,225,1.222,False,158.53608247422682,169.05670103092783,,True,False
ZL-00004,2024-04-01,2024,train,25.627829111975984,2485.8994238616706,97,Kommunal,4,22,1,212,1.256,False,200.96907216494844,179.69415807560136,,False,False
ZL-00004,2024-05-01,2024,train,171.340206185567,16620.0,97,Kommunal,5,23,1,55,1.221,False,25.627829111975984,128.37766125038377,,False,False
ZL-00004,2024-06-01,2024,train,133.4742268041237,12947.0,97,Kommunal,6,20,0,5,0.941,False,171.340206185567,132.64570248749715,,False,False
ZL-00004,2024-07-01,2024,train,159.95876288659792,15516.0,97,Kommunal,7,23,0,0,0.93,False,133.4742268041237,110.14742070055557,,False,False
ZL-00004,2024-08-01,2024,train,143.08247422680412,13879.0,97,Kommunal,8,22,0,0,0.978,False,159.95876288659792,154.92439862542955,,False,False
ZL-00004,2024-09-01,2024,train,113.54639175257732,11014.0,97,Kommunal,9,21,0,35,0.78,False,143.08247422680412,145.50515463917526,,False,False
ZL-00004,2024-10-01,2024,train,137.68041237113403,13355.0,97,Kommunal,10,23,1,130,0.816,False,113.54639175257732,138.86254295532646,,False,False
ZL-00004,2024-11-01,2024,train,125.41237113402062,12165.0,97,Kommunal,11,21,1,315,0.989,False,137.68041237113403,131.4364261168385,,False,False
ZL-00004,2024-12-01,2024,train,157.24742268041237,15253.0,97,Kommunal,12,22,2,403,0.963,False,125.41237113402062,125.54639175257732,,False,False
ZL-00004,2025-01-01,2025,test,122.01030927835052,11835.0,97,Kommunal,1,23,1,345,0.957,True,157.24742268041237,140.11340206185568,179.57731958762886,False,False
ZL-00004,2025-02-01,2025,test,162.1958762886598,15733.0,97,Kommunal,2,20,0,382,,False,122.01030927835052,134.89003436426117,158.53608247422682,False,False
ZL-00004,2025-03-01,2025,test,214.5257731958763,20809.0,97,Kommunal,3,21,0,262,1.229,False,162.1958762886598,147.15120274914088,200.96907216494844,True,False
ZL-00004,2025-04-01,2025,test,194.91752577319588,18907.0,97,Kommunal,4,22,1,135,1.15,False,214.5257731958763,166.24398625429552,25.627829111975984,False,False
ZL-00004,2025-05-01,2025,test,142.5979381443299,13832.0,97,Kommunal,5,22,1,58,0.95,False,194.91752577319588,190.5463917525773,171.340206185567,False,False
ZL-00004,2025-06-01,2025,test,139.29896907216494,13512.0,97,Kommunal,6,21,0,0,0.951,False,142.5979381443299,184.01374570446734,133.4742268041237,False,False
ZL-00004,2025-07-01,2025,test,179.4536082474227,17407.0,97,Kommunal,7,23,0,0,1.071,False,139.29896907216494,158.93814432989691,159.95876288659792,False,False
ZL-00004,2025-08-01,2025,test,94.45360824742268,9162.0,97,Kommunal,8,21,0,30,0.865,False,179.4536082474227,153.7835051546392,143.08247422680412,False,False
ZL-00004,2025-09-01,2025,test,109.84536082474227,10655.0,97,Kommunal,9,22,0,67,0.831,False,94.45360824742268,137.73539518900344,113.54639175257732,False,False
ZL-00004,2025-10-01,2025,test,144.09278350515464,13977.0,97,Kommunal,10,23,1,133,0.871,False,109.84536082474227,127.91752577319588,137.68041237113403,False,False
ZL-00004,2025-11-01,2025,test,163.68041237113403,15877.0,97,Kommunal,11,20,1,222,0.941,False,144.09278350515464,116.13058419243985,125.41237113402062,False,False
ZL-00004,2025-12-01,2025,test,163.81443298969072,15890.0,97,Kommunal,12,23,2,372,0.969,False,163.68041237113403,139.20618556701032,157.24742268041237,False,False
ZL-00005,2024-01-01,2024,train,343.5204918032787,83819.0,244,Industrie,1,23,1,432,1.182,False,,61.17622950819672,,True,False
ZL-00005,2024-02-01,2024,train,225.7827868852459,55091.0,244,Industrie,2,21,0,405,1.092,False,343.5204918032787,204.29508196721312,,False,False
ZL-00005,2024-03-01,2024,train,280.2418032786885,68379.0,244,Industrie,3,21,0,242,1.23,False,225.7827868852459,284.6516393442623,,False,False
ZL-00005,2024-04-01,2024,train,295.1311475409836,72012.0,244,Industrie,4,22,1,183,1.276,False,280.2418032786885,283.181693989071,,False,False
ZL-00005,2024-05-01,2024,train,295.844262295082,72186.0,244,Industrie,5,23,1,75,1.105,False,295.1311475409836,267.05191256830597,,False,False
ZL-00005,2024-06-01,2024,train,224.71311475409837,54830.0,244,Industrie,6,20,0,0,0.916,False,295.844262295082,290.405737704918,,False,False
ZL-00005,2024-07-01,2024,train,239.24180327868854,58375.0,244,Industrie,7,23,0,60,0.94,False,224.71311475409837,271.896174863388,,False,False
ZL-00005,2024-08-01,2024,train,196.86885245901638,48036.0,244,Industrie,8,22,0,0,0.825,False,239.24180327868854,253.26639344262296,,False,False
ZL-00005,2024-09-01,2024,train,249.2704918032787,60822.0,244,Industrie,9,21,0,77,0.922,False,196.86885245901638,220.27459016393442,,False,False
ZL-00005,2024-10-01,2024,train,282.42622950819674,68912.0,244,Industrie,10,23,1,140,0.887,False,249.2704918032787,228.46038251366122,,False,False
ZL-00005,2024-11-01,2024,train,211.27868852459017,51552.0,244,Industrie,11,21,1,340,,False,282.42622950819674,242.85519125683055,,False,False
ZL-00005,2024-12-01,2024,train,230.60655737704917,56268.0,244,Industrie,12,22,2,390,0.919,False,211.27868852459017,247.65846994535517,,False,False
ZL-00005,2025-01-01,2025,test,250.90983606557376,61222.0,244,Industrie,1,23,1,352,0.926,False,230.60655737704917,241.4371584699453,343.5204918032787,False,False
ZL-00005,2025-02-01,2025,test,255.3360655737705,62302.0,244,Industrie,2,20,0,447,1.065,False,250.90983606557376,230.93169398907105,225.7827868852459,False,False
ZL-00005,2025-03-01,2025,test,294.2090163934426,71787.0,244,Industrie,3,21,0,233,1.202,False,255.3360655737705,245.61748633879776,280.2418032786885,False,False
ZL-00005,2025-04-01,2025,test,244.34426229508196,59620.0,244,Industrie,4,22,1,185,,False,294.2090163934426,266.81830601092895,295.1311475409836,False,False
ZL-00005,2025-05-01,2025,test,272.32377049180326,66447.0,244,Industrie,5,22,1,58,1.05,False,244.34426229508196,264.62978142076497,295.844262295082,False,False
ZL-00005,2025-06-01,2025,test,261.344262295082,63768.0,244,Industrie,6,21,0,0,0.924,False,272.32377049180326,270.2923497267759,224.71311475409837,False,False
ZL-00005,2025-07-01,2025,test,204.2622950819672,49840.0,244,Industrie,7,23,0,0,0.94,False,261.344262295082,259.33743169398906,239.24180327868854,False,False
ZL-00005,2025-08-01,2025,test,184.0122950819672,44899.0,244,Industrie,8,21,0,0,0.925,False,204.2622950819672,245.97677595628417,196.86885245901638,False,False
ZL-00005,2025-09-01,2025,test,197.86475409836066,48279.0,244,Industrie,9,22,0,62,0.912,False,184.0122950819672,216.53961748633876,249.2704918032787,False,False
ZL-00005,2025-10-01,2025,test,173.61885245901638,42363.0,244,Industrie,10,23,1,205,,True,197.86475409836066,195.379781420765,282.42622950819674,False,False
ZL-00005,2025-11-01,2025,test,204.5204918032787,49903.0,244,Industrie,11,20,1,258,1.091,False,173.61885245901638,185.1653005464481,211.27868852459017,False,False
ZL-00005,2025-12-01,2025,test,322.7254098360656,78745.0,244,Industrie,12,23,2,310,1.102,False,204.5204918032787,192.0013661202186,230.60655737704917,True,False
ZL-00006,2024-01-01,2024,train,161.6346153846154,8405.0,52,Gewerbe,1,23,1,468,0.977,False,,887.1730769230769,,False,False
ZL-00006,2024-02-01,2024,train,28.77643305026076,1496.3745186135595,52,Gewerbe,2,21,0,403,,False,161.6346153846154,560.6538461538462,,False,False
ZL-00006,2024-03-01,2024,train,165.28846153846155,8595.0,52,Gewerbe,3,21,0,282,1.06,False,28.77643305026076,95.20552421743808,,False,False
ZL-00006,2024-04-01,2024,train,193.40384615384616,10057.0,52,Gewerbe,4,22,1,167,1.223,False,165.28846153846155,118.56650332444589,,False,False
ZL-00006,2024-05-01,2024,train,173.65384615384616,9030.0,52,Gewerbe,5,23,1,42,0.938,False,193.40384615384616,129.1562469141895,,False,False
ZL-00006,2024-06-01,2024,train,167.55769230769232,8713.0,52,Gewerbe,6,20,0,5,1.037,False,173.65384615384616,177.44871794871796,,False,False
ZL-00006,2024-07-01,2024,train,103.34615384615384,5374.0,52,Gewerbe,7,23,0,0,0.911,True,167.55769230769232,178.2051282051282,,False,False
ZL-00006,2024-08-01,2024,train,132.82692307692307,6907.0,52,Gewerbe,8,22,0,0,0.771,False,103.34615384615384,148.18589743589743,,False,False
ZL-00006,2024-09-01,2024,train,149.17307692307693,7757.0,52,Gewerbe,9,21,0,25,0.87,False,132.82692307692307,134.57692307692307,,False,False
ZL-00006,2024-10-01,2024,train,124.17307692307692,6457.0,52,Gewerbe,10,23,1,130,0.856,False,149.17307692307693,128.44871794871796,,False,False
ZL-00006,2024-11-01,2024,train,162.90384615384616,8471.0,52,Gewerbe,11,21,1,270,0.99,False,124.17307692307692,135.39102564102564,,False,False
ZL-00006,2024-12-01,2024,train,151.48076923076923,7877.0,52,Gewerbe,12,22,2,338,0.87,False,162.90384615384616,145.41666666666669,,False,False
ZL-00006,2025-01-01,2025,test,150.73076923076923,7838.0,52,Gewerbe,1,23,1,425,1.004,False,151.48076923076923,146.18589743589743,161.6346153846154,False,False
ZL-00006,2025-02-01,2025,test,169.75,8827.0,52,Gewerbe,2,20,0,405,1.06,False,150.73076923076923,155.03846153846155,28.77643305026076,False,False
ZL-00006,2025-03-01,2025,test,196.6153846153846,10224.0,52,Gewerbe,3,21,0,248,1.203,False,169.75,157.32051282051282,165.28846153846155,False,False
ZL-00006,2025-04-01,2025,test,207.01923076923077,10765.0,52,Gewerbe,4,22,1,235,1.111,False,196.6153846153846,172.3653846153846,193.40384615384616,True,False
ZL-00006,2025-05-01,2025,test,206.94230769230768,10761.0,52,Gewerbe,5,22,1,73,1.169,False,207.01923076923077,191.1282051282051,173.65384615384616,True,False
ZL-00006,2025-06-01,2025,test,177.21153846153845,9215.0,52,Gewerbe,6,21,0,12,0.968,False,206.94230769230768,203.52564102564105,167.55769230769232,False,False
ZL-00006,2025-07-01,2025,test,171.73076923076923,8930.0,52,Gewerbe,7,23,0,3,0.943,False,177.21153846153845,197.05769230769232,103.34615384615384,False,False
ZL-00006,2025-08-01,2025,test,143.01923076923077,7437.0,52,Gewerbe,8,21,0,0,0.989,False,171.73076923076923,185.2948717948718,132.82692307692307,False,False
ZL-00006,2025-09-01,2025,test,114.53846153846153,5956.0,52,Gewerbe,9,22,0,55,0.708,False,143.01923076923077,163.9871794871795,149.17307692307693,False,False
ZL-00006,2025-10-01,2025,test,170.78846153846155,8881.0,52,Gewerbe,10,23,1,110,0.872,False,114.53846153846153,143.09615384615384,124.17307692307692,False,False
ZL-00006,2025-11-01,2025,test,158.75,8255.0,52,Gewerbe,11,20,1,300,,False,170.78846153846155,142.7820512820513,162.90384615384616,False,False
ZL-00006,2025-12-01,2025,test,183.65384615384616,9550.0,52,Gewerbe,12,23,2,330,0.937,False,158.75,148.02564102564102,151.48076923076923,False,False
ZL-00007,2024-01-01,2024,train,115.79861111111111,16675.0,144,Kommunal,1,23,1,398,,False,,59.5,,True,False
ZL-00007,2024-02-01,2024,train,107.40277777777777,15466.0,144,Kommunal,2,21,0,325,1.155,False,115.79861111111111,86.5625,,False,False
ZL-00007,2024-03-01,2024,train,99.52083333333333,14331.0,144,Kommunal,3,21,0,298,1.09,False,107.40277777777777,111.60069444444444,,False,False
ZL-00007,2024-04-01,2024,train,101.11805555555556,14561.0,144,Kommunal,4,22,1,178,1.134,False,99.52083333333333,107.57407407407408,,False,False
ZL-00007,2024-05-01,2024,train,100.61111111111111,14488.0,144,Kommunal,5,23,1,60,0.993,False,101.11805555555556,102.68055555555556,,False,False
ZL-00007,2024-06-01,2024,train,79.82638888888889,11495.0,144,Kommunal,6,20,0,8,0.984,False,100.61111111111111,100.41666666666667,,False,False
ZL-00007,2024-07-01,2024,train,71.90277777777777,10354.0,144,Kommunal,7,23,0,0,0.999,False,79.82638888888889,93.85185185185185,,False,False
