zaehler_id,kunde_id,kundentyp,vertragsleistung_kw,monat,monat_idx,arbeitstage,feiertage_im_monat,mittlere_temperatur_c,heiztage,produktionsplan_index,wartung_aktiv,vormonat_verbrauch_kwh,letzte_3_monate_durchschnitt_kwh,vorjahr_monat_verbrauch_kwh,verbrauch_kwh,jahr,abweichung_vormonat_prozent,abweichung_3m_prozent,stunden_im_monat,max_verbrauch_kwh,auslastung_prozent,verbrauch_ueber_vertragsleistung
ZL-00000,KD-221958,Gewerbe,74,2024-12-01,12,22,2,3.6,335,0.938,0,6352.0,5519.0,,5563.0,2024,-12.421284634760706,0.7972458778764269,744,55056,10.104257483289741,False
ZL-00000,KD-221958,Gewerbe,74,2025-01-01,1,23,1,0.7,408,1.061,0,5563.0,5705.666666666667,8179.0,8951.0,2025,60.90239079633292,56.87912601507272,744,55056,16.257991862830572,False
ZL-00000,KD-221958,Gewerbe,74,2025-02-01,2,20,0,1.0,400,1.282,0,8951.0,6955.333333333333,7529.0,7386.0,2025,-17.48407999106245,6.191891114732105,672,49728,14.852799227799226,False
ZL-00000,KD-221958,Gewerbe,74,2025-03-01,3,21,0,4.3,318,1.084,0,7386.0,7300.0,6005.0,5952.0,2025,-19.41510966693745,-18.465753424657535,744,55056,10.81081081081081,False
ZL-00000,KD-221958,GEWERBE,74,2025-04-01,4,22,1,9.3,192,1.037,0,5952.0,7429.666666666667,6137.0,6308.0,2025,5.981182795698925,-15.097133114989461,720,53280,11.83933933933934,False
ZL-00000,KD-221958,Gewerbe,74,2025-05-01,5,22,1,11.2,145,1.06,0,6308.0,6548.666666666667,8655.0,6265.0,2025,-0.6816740646797717,-4.331670569072589,744,55056,11.379322871258356,False
ZL-00000,KD-221958,Gewerbe,74,2025-06-01,6,21,0,15.9,27,0.968,0,6265.0,6175.0,6819.0,5922.0,2025,-5.4748603351955305,-4.097165991902834,720,53280,11.114864864864865,False
ZL-00000,KD-221958,Gewerbe,74,2025-07-01,7,23,0,20.9,0,0.946,0,5922.0,6165.0,6681.0,6409.0,2025,8.223573117190139,3.9578264395782643,744,55056,11.640874745713456,False
ZL-00000,KD-221958,Gewerbe,74,2025-08-01,8,21,0,17.8,0,0.934,0,6409.0,6198.666666666667,6280.0,5100.0,2025,-20.424403183023873,-17.724241772424183,744,55056,9.263295553618134,False
ZL-00000,KD-221958,Gewerbe,74,2025-09-01,9,22,0,15.9,27,0.82,1,5100.0,5810.333333333333,5003.0,3657.0,2025,-28.294117647058826,-37.060409615053636,720,53280,6.863738738738739,False
ZL-00000,KD-221958,Gewerbe,74,2025-10-01,10,23,1,9.2,195,1.039,0,3657.0,5055.333333333333,5202.0,6554.0,2025,79.21793820071098,29.645259132269558,744,55056,11.90424295263005,False
ZL-00000,KD-221958,Gewerbe,74,2025-11-01,11,20,1,,208,1.023,0,6554.0,5103.666666666667,6352.0,6792.0,2025,3.6313701556301496,33.08079158774736,720,53280,12.747747747747749,False
ZL-00000,KD-221958,GEWERBE,74,2025-12-01,12,23,2,4.8,305,0.939,0,6792.0,5667.666666666667,5563.0,5924.0,2025,-12.779740871613662,4.522731282714809,744,55056,10.759953501888987,False
ZL-00001,KD-771155,Gewerbe,186,2024-01-01,1,23,1,1.9,378,1.069,0,,6673.0,,24075.0,2024,,260.7822568559868,744,138384,17.397242455775235,False
ZL-00001,KD-771155,Gewerbe,186,2024-02-01,2,21,0,5.0,300,1.172,0,24075.0,15433.5,,20539.0,2024,-14.68743509865005,33.08063627822594,696,129456,15.865622296378692,False
ZL-00001,KD-771155,Gewerbe,186,2024-03-01,3,21,0,6.5,262,1.084,0,20539.0,22307.0,,20378.0,2024,-0.7838745800671892,-8.647509750302596,744,138384,14.72569083130998,False
ZL-00001,KD-771155,Gewerbe,186,2024-04-01,4,22,1,11.2,145,0.965,0,20378.0,21664.0,,15344.0,2024,-24.703111198351163,-29.17282127031019,720,133920,11.457586618876942,False
ZL-00001,KD-771155,Gewerbe,186,2024-05-01,5,23,1,15.9,27,1.229,0,15344.0,18753.666666666668,,22039.0,2024,43.63269030239833,17.5183519667265,744,138384,15.925974101052146,False
ZL-00001,KD-771155,Gewerbe,186,2024-06-01,6,20,0,17.3,0,0.911,0,22039.0,19253.666666666668,,17317.0,2024,-21.425654521530017,-10.0586901196309,720,133920,12.930854241338114,False
ZL-00001,KD-771155,Gewerbe,186,2024-07-01,7,23,0,16.7,8,0.993,0,17317.0,18233.33333333333,,17213.0,2024,-0.60056591788416,-5.595978062157196,744,138384,12.43857671407099,False
ZL-00001,KD-771155,Gewerbe,186,2024-08-01,8,22,0,20.2,0,0.926,0,17213.0,18856.33333333333,,16798.0,2024,-2.410968454075408,-10.915872651098635,744,138384,12.13868655335877,False
ZL-00001,KD-771155,Gewerbe,186,2024-09-01,9,21,0,14.3,67,0.785,1,16798.0,17109.333333333332,,9040.0,2024,-46.18406953208715,-47.16334164588528,720,133920,6.750298685782556,False
ZL-00001,KD-771155,Gewerbe,186,2024-10-01,10,23,1,10.4,165,1.027,0,9040.0,14350.333333333334,,18488.0,2024,104.51327433628319,28.833244291654083,744,138384,13.359926003006128,False
ZL-00001,KD-771155,Gewerbe,186,2024-11-01,11,21,1,6.4,265,0.93,0,18488.0,14775.333333333334,,18503.0,2024,0.08113370835136305,25.22898524567973,720,133920,13.816457586618878,False
ZL-00001,KD-771155,Gewerbe,186,2024-12-01,12,22,2,,355,1.011,0,18503.0,15343.666666666666,,21658.0,2024,17.05128898016538,41.15270144033369,744,138384,15.650653254711527,False
ZL-00001,KD-771155,Gewerbe,186,2025-01-01,1,23,1,1.2,395,0.952,0,21658.0,19549.666666666668,24075.0,15340.0,2025,-29.17166866746699,-21.533188971678978,744,138384,11.085096542952941,False
ZL-00001,KD-771155,Gewerbe,186,2025-02-01,2,20,0,3.0,350,,0,15340.0,18500.33333333333,20539.0,15673.0,2025,2.1707953063885266,-15.282607520585193,672,124992,12.539202508960573,False
ZL-00001,KD-771155,Gewerbe,186,2025-03-01,3,21,0,4.9,302,1.131,0,15673.0,17557.0,20378.0,17939.0,2025,14.457985069865373,2.175770348009341,744,138384,12.963203838594056,False
ZL-00001,KD-771155,Gewerbe,186,2025-04-01,4,22,1,9.9,178,1.234,0,17939.0,16317.333333333334,15344.0,22967.0,2025,28.0283181894197,40.752165386501055,720,133920,17.14979091995221,False
ZL-00001,KD-771155,Gewerbe,186,2025-05-01,5,22,1,15.3,42,0.926,1,22967.0,18859.666666666668,22039.0,12002.0,2025,-47.74241302738712,-36.36154757065342,744,138384,8.672967973176089,False
ZL-00001,KD-771155,GEWERBE,186,2025-06-01,6,21,0,19.7,0,1.012,0,12002.0,17636.0,17317.0,15607.0,2025,30.036660556573903,-11.5048763892039,720,133920,11.653972520908004,False
ZL-00001,KD-771155,Gewerbe,186,2025-07-01,7,23,0,22.2,0,0.932,0,15607.0,16858.666666666668,17213.0,3569.4490599294927,2025,-77.12917883046394,-78.82721611082633,744,138384,2.579379884906848,False
ZL-00001,KD-771155,Gewerbe,186,2025-08-01,8,21,0,19.6,0,0.969,0,3569.4490599294927,10392.81635330983,16798.0,16457.0,2025,361.0515439131964,58.34976237946214,744,138384,11.892270782749451,False
ZL-00001,KD-771155,Gewerbe,186,2025-09-01,9,22,0,16.3,17,0.931,0,16457.0,11877.816353309832,9040.0,15905.0,2025,-3.3541957829495046,33.90508429243365,720,133920,11.876493428912784,False
ZL-00001,KD-771155,Gewerbe,186,2025-10-01,10,23,1,14.0,75,0.881,0,15905.0,11977.149686643164,18488.0,17921.0,2025,12.675259352404906,49.6265845285826,744,138384,12.950196554514973,False
ZL-00001,KD-771155,Gewerbe,186,2025-11-01,11,20,1,5.0,300,0.918,0,17921.0,16761.0,18503.0,14558.0,2025,-18.765693878689802,-13.143607183342281,720,133920,10.870669056152927,False
ZL-00001,KD-771155,gewerbe,186,2025-12-01,12,23,2,2.9,352,0.942,0,14558.0,16128.0,21658.0,19530.0,2025,34.15304300041214,21.09375,744,138384,14.112903225806454,False
ZL-00002,KD-231932,Gewerbe,57,2024-01-01,1,23,1,2.2,370,0.983,0,,16239.5,,1674.7888999552183,2024,,-89.68694294802661,744,42408,3.949228683161711,False
ZL-00002,KD-231932,Gewerbekunde,57,2024-02-01,2,21,0,4.2,320,1.08,0,1674.7888999552183,8116.394449977609,,8477.0,2024,406.1533426825712,4.442927857250529,696,39672,21.367715265174432,False
ZL-00002,KD-231932,Gewerbe,57,2024-03-01,3,21,0,4.3,318,1.061,0,8477.0,5075.894449977609,,7776.0,2024,-8.2694349416067,53.19467488206541,744,42408,18.33616298811545,False
ZL-00002,KD-231932,Gewerbe,57,2024-04-01,4,22,1,8.6,210,1.121,1,7776.0,5975.929633318406,,4980.0,2024,-35.95679012345679,-16.665685415130476,720,41040,12.134502923976607,False
ZL-00002,KD-231932,Gewerbe,57,2024-05-01,5,23,1,14.0,75,1.072,0,4980.0,7077.666666666667,,7192.0,2024,44.41767068273093,1.6154099750388502,744,42408,16.95906432748538,False
ZL-00002,KD-231932,Gewerbe,57,2024-06-01,6,20,0,17.6,0,0.978,0,7192.0,6649.333333333333,,5648.0,2024,-21.46829810901001,-15.059153799879683,720,41040,13.762183235867445,False
ZL-00002,KD-231932,Gewerbe,57,2024-07-01,7,23,0,20.7,0,0.934,0,5648.0,5940.0,,6731.0,2024,19.174929178470254,13.316498316498315,744,42408,15.872005282022261,False
ZL-00002,KD-231932,Gewerbe,57,2024-08-01,8,22,0,19.8,0,0.833,0,6731.0,6523.666666666667,,5693.0,2024,-15.421185559352251,-12.733125542895104,744,42408,13.424353895491418,False
ZL-00002,KD-231932,Gewerbe,57,2024-09-01,9,21,0,14.8,55,0.917,0,5693.0,6024.0,,6316.0,2024,10.943263657122783,4.847277556440903,720,41040,15.389863547758283,False
ZL-00002,KD-231932,Gewerbe,57,2024-10-01,10,23,1,11.6,135,0.888,0,6316.0,6246.666666666667,,7672.0,2024,21.469284357188094,22.81750266808964,744,42408,18.09092624033201,False
ZL-00002,KD-231932,Gewerbe,57,2024-11-01,11,21,1,6.5,262,0.886,0,7672.0,6560.333333333333,,6645.0,2024,-13.386339937434826,1.2905848280067116,720,41040,16.191520467836256,False
ZL-00002,KD-231932,Gewerbe,57,2024-12-01,12,22,2,4.6,310,0.907,0,6645.0,6877.666666666667,,6624.0,2024,-0.3160270880361174,-3.688266369408234,744,42408,15.619694397283531,False
ZL-00002,KD-231932,Gewerbe,57,2025-01-01,1,23,1,1.2,395,1.068,0,6624.0,6980.333333333333,1674.7888999552183,7807.0,2025,17.859299516908212,11.842796428059792,744,42408,18.409262403320128,False
ZL-00002,KD-231932,Gewerbe,57,2025-02-01,2,20,0,1.4,390,1.221,0,7807.0,7025.333333333333,8477.0,9110.0,2025,16.690149865505315,29.673562345796174,672,38304,23.78341687552214,False
ZL-00002,KD-231932,Gewerbe,57,2025-03-01,3,21,0,6.7,258,1.197,0,9110.0,7847.0,7776.0,8928.0,2025,-1.9978046103183316,13.775965337071492,744,42408,21.052631578947366,False
ZL-00002,KD-231932,Gewerbe,57,2025-04-01,4,22,1,10.3,167,1.191,0,8928.0,8615.0,4980.0,10212.0,2025,14.381720430107528,18.53743470690656,720,41040,24.883040935672515,False
ZL-00002,KD-231932,Gewerbe,57,2025-05-01,5,22,1,11.6,135,1.133,0,10212.0,9416.666666666666,7192.0,8812.0,2025,-13.709361535448492,-6.421238938053091,744,42408,20.779098283342766,False
ZL-00002,KD-231932,Gewerbe,57,2025-06-01,6,21,0,17.0,0,1.097,0,8812.0,9317.333333333334,5648.0,7289.0,2025,-17.283250113481614,-21.769461934745284,720,41040,17.760721247563353,False
ZL-00002,KD-231932,Gewerbe,57,2025-07-01,7,23,0,18.8,0,0.994,0,7289.0,8771.0,6731.0,8033.0,2025,10.207161476197008,-8.414091893740737,744,42408,18.94218072061875,False
ZL-00002,KD-231932,Gewerbe,57,2025-08-01,8,21,0,18.2,0,0.882,0,8033.0,8044.666666666667,5693.0,7014.0,2025,-12.685173658658035,-12.81180077898401,744,42408,16.53933220147142,False
ZL-00002,KD-231932,Gewerbe,57,2025-09-01,9,22,0,16.6,10,0.817,1,7014.0,7445.333333333333,6316.0,3838.0,2025,-45.28086683775307,-48.45093123209169,720,41040,9.351851851851851,False
ZL-00002,KD-231932,Gewerbe,57,2025-10-01,10,23,1,9.8,180,0.94,1,3838.0,6295.0,7672.0,4679.0,2025,21.912454403335072,-25.671167593328036,744,42408,11.033295604602905,False
ZL-00002,KD-231932,Gewerbe,57,2025-11-01,11,20,1,6.7,258,,0,4679.0,5177.0,6645.0,4461.0,2025,-4.659115195554605,-13.830403708711609,720,41040,10.869883040935672,False
ZL-00002,KD-231932,Gewerbe,57,2025-12-01,12,23,2,1.8,380,,0,4461.0,4326.0,6624.0,8450.0,2025,89.41941268773817,95.3305594082293,744,42408,19.925485757404264,False
ZL-00003,KD-465838,Gewerbe,23,2024-01-01,1,23,1,1.2,395,1.13,0,,4570.0,,2935.0,2024,,-35.776805251641136,744,17112,17.151706404862086,False
ZL-00003,KD-465838,Gewerbe,23,2024-02-01,2,21,0,2.6,360,1.261,0,2935.0,3698.0,,3107.0,2024,5.8603066439523,-15.981611681990266,696,16008,19.40904547726137,False
ZL-00003,KD-465838,Gewerbe,23,2024-03-01,3,21,0,4.0,325,1.06,1,3107.0,3021.0,,1853.0,2024,-40.36047634373994,-38.66269447202913,744,17112,10.828658251519402,False
ZL-00003,KD-465838,gewerbe,23,2024-04-01,4,22,1,10.3,167,1.223,0,1853.0,2631.6666666666665,,3257.0,2024,75.76902320561251,23.761874604179866,720,16560,19.667874396135264,False
ZL-00003,KD-465838,Gewerbe,23,2024-05-01,5,23,1,17.4,0,1.128,0,3257.0,2739.0,,3175.0,2024,-2.5176542830825914,15.91821832785688,744,17112,18.55423094904161,False
ZL-00003,KD-465838,Gewerbe,23,2024-06-01,6,20,0,14.7,58,0.951,0,3175.0,2761.6666666666665,,2230.0,2024,-29.763779527559052,-19.25165962582981,720,16560,13.466183574879226,False
ZL-00003,KD-465838,Gewerbe,23,2024-07-01,7,23,0,18.9,0,0.914,0,2230.0,2887.333333333333,,2405.0,2024,7.847533632286996,-16.705148926344947,744,17112,14.054464703132306,False
ZL-00003,KD-465838,Gewerbe,23,2024-08-01,8,22,0,20.7,0,0.854,0,2405.0,2603.333333333333,,2143.0,2024,-10.893970893970895,-17.68245838668373,744,17112,12.52337540906966,False
ZL-00003,KD-465838,Gewerbe,23,2024-09-01,9,21,0,15.5,38,0.821,0,2143.0,2259.333333333333,,1782.0,2024,-16.84554363042464,-21.12717615815874,720,16560,10.760869565217392,False
ZL-00003,KD-465838,Gewerbe,23,2024-10-01,10,23,1,12.0,125,,0,1782.0,2110.0,,2147.0,2024,20.48260381593715,1.7535545023696684,744,17112,12.54675081813932,False
ZL-00003,KD-465838,Gewerbe,23,2024-11-01,11,21,1,2.4,365,1.019,0,2147.0,2024.0,,2619.0,2024,21.98416394969725,29.39723320158103,720,16560,15.815217391304348,False
ZL-00003,KD-465838,Gewerbe,23,2024-12-01,12,22,2,2.9,352,0.924,0,2619.0,2182.6666666666665,,1882.0,2024,-28.140511645666283,-13.775198533903477,744,17112,10.998129967274426,False
ZL-00003,KD-465838,Gewerbe,23,2025-01-01,1,23,1,-0.1,428,0.991,0,1882.0,2216.0,2935.0,2846.0,2025,51.2221041445271,28.42960288808664,744,17112,16.63160355306218,False
ZL-00003,KD-465838,Gewerbe,23,2025-02-01,2,20,0,2.5,362,1.226,0,2846.0,2449.0,3107.0,2879.0,2025,1.1595221363316937,17.558187015108206,672,15456,18.62707039337474,False
ZL-00003,KD-465838,Gewerbe,23,2025-03-01,3,21,0,6.0,275,1.038,0,2879.0,2535.6666666666665,1853.0,2711.0,2025,-5.835359499826328,6.914683843828059,744,17112,15.842683496961197,False
ZL-00003,KD-465838,Gewerbe,23,2025-04-01,4,22,1,13.4,90,1.106,0,2711.0,2812.0,3257.0,2924.0,2025,7.8568793803024715,3.982930298719772,720,16560,17.657004830917874,False
ZL-00003,KD-465838,Gewerbe,23,2025-05-01,5,22,1,14.8,55,0.995,0,2924.0,2838.0,3175.0,2800.0,2025,-4.240766073871409,-1.3389711064129668,744,17112,16.3627863487611,False
ZL-00003,KD-465838,Gewerbe,23,2025-06-01,6,21,0,16.8,5,1.131,0,2800.0,2811.6666666666665,2230.0,2476.0,2025,-11.571428571428571,-11.938352104327203,720,16560,14.951690821256038,False
ZL-00003,KD-465838,Gewerbe,23,2025-07-01,7,23,0,16.7,8,1.017,0,2476.0,2733.333333333333,2405.0,2222.0,2025,-10.258481421647819,-18.707317073170724,744,17112,12.98503973819542,False
ZL-00003,KD-465838,Gewerbe,23,2025-08-01,8,21,0,19.2,0,0.804,0,2222.0,2499.333333333333,2143.0,2158.0,2025,-2.8802880288028803,-13.656975193384893,744,17112,12.611033193080878,False
ZL-00003,KD-465838,Gewerbekunde,23,2025-09-01,9,22,0,16.2,20,0.77,0,2158.0,2285.333333333333,1782.0,2100.0,2025,-2.6876737720111215,-8.109684947491235,720,16560,12.681159420289855,False
ZL-00003,KD-465838,Gewerbe,23,2025-10-01,10,23,1,10.9,152,0.931,0,2100.0,2160.0,2147.0,2304.0,2025,9.714285714285714,6.666666666666667,744,17112,13.464235624123422,False
ZL-00003,KD-465838,Gewerbe,23,2025-11-01,11,20,1,5.2,295,0.96,0,2304.0,2187.333333333333,2619.0,2182.0,2025,-5.295138888888888,-0.24382810118864817,720,16560,13.17632850241546,False
ZL-00003,KD-465838,Gewerbe,23,2025-12-01,12,23,2,1.1,398,0.972,0,2182.0,2195.333333333333,1882.0,2715.0,2025,24.42713107241063,23.671424233222,744,17112,15.866058906030855,False
ZL-00004,KD-359178,Kommunal,97,2024-01-01,1,23,1,1.8,380,1.039,0,,2243.0,,17419.0,2024,,676.5938475256353,744,72168,24.136736503713557,False
ZL-00004,KD-359178,Kommunal,97,2024-02-01,2,21,0,3.1,348,1.111,0,17419.0,9800.5,,15378.0,2024,-11.71709053332568,56.91036171623897,696,67512,22.778172769285458,False
ZL-00004,KD-359178,Kommunal,97,2024-03-01,3,21,0,8.0,225,1.222,0,15378.0,16398.5,,19494.0,2024,26.765509168942646,18.876726529865536,744,72168,27.011972065181244,False
ZL-00004,KD-359178,Kommunal,97,2024-04-01,4,22,1,8.5,212,1.256,0,19494.0,17430.333333333332,,2485.8994238616706,2024,-87.2478740953028,-85.73808442832416,720,69840,3.559420709996665,False
ZL-00004,KD-359178,Kommunal,97,2024-05-01,5,23,1,14.8,55,1.221,0,2485.8994238616706,12452.633141287224,,16620.0,2024,568.5708939174214,33.465748259263314,744,72168,23.029597605586964,False
ZL-00004,KD-359178,Kommunal,97,2024-06-01,6,20,0,16.8,5,0.941,0,16620.0,12866.633141287224,,12947.0,2024,-22.09987966305656,0.6246145190453116,720,69840,18.538087056128294,False
ZL-00004,KD-359178,Kommunal,97,2024-07-01,7,23,0,18.9,0,0.93,0,12947.0,10684.29980795389,,15516.0,2024,19.842434540820268,45.22243178209177,744,72168,21.49983372131693,False
ZL-00004,KD-359178,Kommunal,97,2024-08-01,8,22,0,19.6,0,0.978,0,15516.0,15027.666666666666,,13879.0,2024,-10.550399587522557,-7.643679435707469,744,72168,19.23151535306507,False
ZL-00004,KD-359178,Kommunal,97,2024-09-01,9,21,0,15.6,35,0.78,0,13879.0,14114.0,,11014.0,2024,-20.642697600691694,-21.964007368570215,720,69840,15.77033218785796,False
ZL-00004,KD-359178,Kommunal,97,2024-10-01,10,23,1,11.8,130,0.816,0,11014.0,13469.666666666666,,13355.0,2024,21.254766660613765,-0.8512955034769438,744,72168,18.505431770313713,False
ZL-00004,KD-359178,Kommunal,97,2024-11-01,11,21,1,,315,0.989,0,13355.0,12749.333333333334,,12165.0,2024,-8.910520404342943,-4.583246182806948,720,69840,17.418384879725085,False
ZL-00004,KD-359178,Kommunal,97,2024-12-01,12,22,2,0.9,403,0.963,0,12165.0,12178.0,,15253.0,2024,25.384299219071103,25.25045163409427,744,72168,21.135406274248975,False
ZL-00004,KD-359178,Kommunal,97,2025-01-01,1,23,1,3.2,345,0.957,1,15253.0,13591.0,17419.0,11835.0,2025,-22.408706483970366,-12.92031491428151,744,72168,16.399235118057863,False
ZL-00004,KD-359178,Kommunal,97,2025-02-01,2,20,0,1.7,382,,0,11835.0,13084.333333333334,15378.0,15733.0,2025,32.93620616814533,20.243038748630674,672,65184,24.136291114383898,False
ZL-00004,KD-359178,Kommunal,97,2025-03-01,3,21,0,,262,1.229,0,15733.0,14273.666666666666,19494.0,20809.0,2025,32.26339541091972,45.78594614791808,744,72168,28.834109300521003,False
ZL-00004,KD-359178,Kommunal,97,2025-04-01,4,22,1,11.6,135,1.15,0,20809.0,16125.666666666666,2485.8994238616706,18907.0,2025,-9.140275842183671,17.24786572131385,720,69840,27.071878579610537,False
ZL-00004,KD-359178,Kommunal,97,2025-05-01,5,22,1,14.7,58,0.95,0,18907.0,18483.0,16620.0,13832.0,2025,-26.841910403554238,-25.163663907374346,744,72168,19.16638953552821,False
ZL-00004,KD-359178,Kommunal,97,2025-06-01,6,21,0,17.8,0,0.951,0,13832.0,17849.333333333332,12947.0,13512.0,2025,-2.313475997686524,-24.299693732725775,720,69840,19.34707903780069,False
ZL-00004,KD-359178,Kommunal,97,2025-07-01,7,23,0,20.3,0,1.071,0,13512.0,15417.0,15516.0,17407.0,2025,28.82622853759621,12.907829019913084,744,72168,24.12010863540627,False
ZL-00004,KD-359178,Kommunal,97,2025-08-01,8,21,0,15.8,30,0.865,0,17407.0,14917.0,13879.0,9162.0,2025,-47.36600218302981,-38.58014346048133,744,72168,12.695377452610575,False
ZL-00004,KD-359178,Kommunal,97,2025-09-01,9,22,0,14.3,67,0.831,0,9162.0,13360.333333333334,11014.0,10655.0,2025,16.295568653132502,-20.248995783538337,720,69840,15.256300114547539,False
ZL-00004,KD-359178,Kommunal,97,2025-10-01,10,23,1,11.7,133,0.871,0,10655.0,12408.0,13355.0,13977.0,2025,31.177850774284373,12.645067698259188,744,72168,19.36730961090788,False
ZL-00004,KD-359178,Kommunal,97,2025-11-01,11,20,1,8.1,222,0.941,0,13977.0,11264.666666666666,12165.0,15877.0,2025,13.593761179079916,40.94513819021129,720,69840,22.733390607101946,False
ZL-00004,KD-359178,Kommunal,97,2025-12-01,12,23,2,2.1,372,0.969,0,15877.0,13503.0,15253.0,15890.0,2025,0.08187944825848713,17.67755313634007,744,72168,22.01806895022725,False
ZL-00005,KD-744167,Industrie,244,2024-01-01,1,23,1,-0.3,432,1.182,0,,14927.0,,83819.0,2024,,461.5260936557915,744,181536,46.172109113343915,False
ZL-00005,KD-744167,Industrie,244,2024-02-01,2,21,0,0.8,405,1.092,0,83819.0,49848.0,,55091.0,2024,-34.27385199059879,10.51797464291446,696,169824,32.44005558696062,False
ZL-00005,KD-744167,Industrie,244,2024-03-01,3,21,0,7.3,242,1.23,0,55091.0,69455.0,,68379.0,2024,24.120092211068958,-1.5492045209128213,744,181536,37.666909042834476,False
ZL-00005,KD-744167,Industrie,244,2024-04-01,4,22,1,9.7,183,1.276,0,68379.0,69096.33333333333,,72012.0,2024,5.313034703637082,4.219712575196954,720,175680,40.990437158469945,False
ZL-00005,KD-744167,Industrie,244,2024-05-01,5,23,1,14.0,75,1.105,0,72012.0,65160.66666666666,,72186.0,2024,0.2416263956007332,10.781555335018075,744,181536,39.76401374933897,False
ZL-00005,KD-744167,Industrie,244,2024-06-01,6,20,0,17.9,0,0.916,0,72186.0,70859.0,,54830.0,2024,-24.043443326960904,-22.620979692064523,720,175680,31.210154826958103,False
ZL-00005,KD-744167,Industrie,244,2024-07-01,7,23,0,14.6,60,0.94,0,54830.0,66342.66666666667,,58375.0,2024,6.465438628488054,-12.009867958277235,744,181536,32.156156354662436,False
ZL-00005,KD-744167,Industrie,244,2024-08-01,8,22,0,22.0,0,0.825,0,58375.0,61797.0,,48036.0,2024,-17.711349036402567,-22.268071265595417,744,181536,26.46086726599683,False
ZL-00005,KD-744167,Industrie,244,2024-09-01,9,21,0,13.9,77,0.922,0,48036.0,53747.0,,60822.0,2024,26.617536847364477,13.163525406069176,720,175680,34.62090163934427,False
ZL-00005,KD-744167,Industrie,244,2024-10-01,10,23,1,11.4,140,0.887,0,60822.0,55744.333333333336,,68912.0,2024,13.301108151655653,23.621534027374974,744,181536,37.96051471884365,False
ZL-00005,KD-744167,Industrie,244,2024-11-01,11,21,1,3.4,340,,0,68912.0,59256.66666666666,,51552.0,2024,-25.191548641745992,-13.002193845980747,720,175680,29.34426229508197,False
ZL-00005,KD-744167,Industrie,244,2024-12-01,12,22,2,1.4,390,0.919,0,51552.0,60428.66666666666,,56268.0,2024,9.148044692737429,-6.885253135928848,744,181536,30.99550502379693,False
ZL-00005,KD-744167,Industrie,244,2025-01-01,1,23,1,2.9,352,0.926,0,56268.0,58910.66666666666,83819.0,61222.0,2025,8.804293737115234,3.9234547224045615,744,181536,33.72444033139432,False
ZL-00005,KD-744167,Industrie,244,2025-02-01,2,20,0,-0.9,447,1.065,0,61222.0,56347.333333333336,55091.0,62302.0,2025,1.7640717389173826,10.567787887033987,672,163968,37.996438329430134,False
